ID_unique,Order_ID,Product,Quantity_Ordered,Price_Each,Order_Date,Purchase_Address
36782,176360,27in FHD Monitor,1,149.99,03/11/19 10:00,"117 4th St, San Francisco, CA 94016"
36783,176361,34in Ultrawide Monitor,1,379.99,03/20/19 16:39,"937 Johnson St, Seattle, WA 98101"
36784,176362,Wired Headphones,1,11.99,03/02/19 23:39,"499 River St, Dallas, TX 75001"
36785,176363,AA Batteries (4-pack),1,3.84,03/31/19 12:59,"795 Sunset St, Dallas, TX 75001"
36786,176364,Wired Headphones,1,11.99,03/11/19 19:54,"525 9th St, New York City, NY 10001"
36787,176365,Apple Airpods Headphones,1,150,03/01/19 19:40,"732 North St, San Francisco, CA 94016"
36788,176366,Bose SoundSport Headphones,1,99.99,03/01/19 21:25,"758 Hickory St, San Francisco, CA 94016"
36789,176367,Bose SoundSport Headphones,1,99.99,03/01/19 13:48,"935 Highland St, Dallas, TX 75001"
36790,176368,USB-C Charging Cable,1,11.95,03/11/19 05:22,"3 Pine St, Atlanta, GA 30301"
36791,176369,AA Batteries (4-pack),1,3.84,03/01/19 13:17,"767 Lincoln St, Atlanta, GA 30301"
36792,176370,ThinkPad Laptop,1,999.99,03/30/19 19:02,"713 West St, Seattle, WA 98101"
36793,176371,AA Batteries (4-pack),1,3.84,03/18/19 14:00,"404 Ridge St, Boston, MA 02215"
36794,176372,USB-C Charging Cable,1,11.95,03/29/19 00:31,"56 10th St, Portland, OR 97035"
36795,176373,Google Phone,1,600,03/05/19 07:08,"650 Johnson St, Dallas, TX 75001"
36796,176374,Apple Airpods Headphones,1,150,03/18/19 10:12,"98 8th St, Boston, MA 02215"
36797,176375,Wired Headphones,1,11.99,03/04/19 22:57,"541 4th St, San Francisco, CA 94016"
36798,176376,AAA Batteries (4-pack),2,2.99,03/22/19 11:35,"294 Ridge St, Los Angeles, CA 90001"
36799,176377,USB-C Charging Cable,1,11.95,03/27/19 11:51,"649 Ridge St, New York City, NY 10001"
36800,176378,USB-C Charging Cable,1,11.95,03/30/19 05:16,"909 12th St, Los Angeles, CA 90001"
36801,176379,Wired Headphones,1,11.99,03/11/19 20:16,"748 Sunset St, Portland, OR 97035"
36802,176380,USB-C Charging Cable,1,11.95,03/31/19 11:16,"229 2nd St, Los Angeles, CA 90001"
36803,176381,AAA Batteries (4-pack),1,2.99,03/30/19 08:24,"65 Spruce St, San Francisco, CA 94016"
36804,176382,AA Batteries (4-pack),1,3.84,03/30/19 08:00,"787 Washington St, Dallas, TX 75001"
36805,176383,Flatscreen TV,1,300,03/10/19 12:48,"70 North St, Dallas, TX 75001"
36806,176384,AAA Batteries (4-pack),1,2.99,03/05/19 20:19,"274 Chestnut St, Los Angeles, CA 90001"
36807,176385,AA Batteries (4-pack),1,3.84,03/19/19 14:23,"375 10th St, Seattle, WA 98101"
36808,176386,AAA Batteries (4-pack),1,2.99,03/11/19 13:35,"134 12th St, Atlanta, GA 30301"
36809,176387,Lightning Charging Cable,1,14.95,03/19/19 19:30,"591 Park St, Los Angeles, CA 90001"
36810,176388,iPhone,1,700,03/17/19 15:49,"212 Walnut St, New York City, NY 10001"
36811,176389,34in Ultrawide Monitor,1,379.99,03/23/19 15:44,"936 12th St, San Francisco, CA 94016"
36812,176390,USB-C Charging Cable,1,11.95,03/07/19 11:22,"948 9th St, New York City, NY 10001"
36813,176391,AA Batteries (4-pack),1,3.84,03/27/19 09:41,"774 Cedar St, Dallas, TX 75001"
36814,176392,Apple Airpods Headphones,1,150,03/14/19 11:11,"269 Main St, San Francisco, CA 94016"
36815,176393,Wired Headphones,1,11.99,03/31/19 22:26,"367 Willow St, Portland, OR 97035"
36816,176394,AAA Batteries (4-pack),3,2.99,03/16/19 13:00,"462 Hickory St, San Francisco, CA 94016"
36817,176395,USB-C Charging Cable,1,11.95,03/22/19 22:09,"207 Lincoln St, Austin, TX 73301"
36818,176396,AA Batteries (4-pack),4,3.84,03/23/19 07:19,"344 14th St, Boston, MA 02215"
36819,176397,AA Batteries (4-pack),1,3.84,03/01/19 18:44,"967 Adams St, Los Angeles, CA 90001"
36820,176398,Bose SoundSport Headphones,1,99.99,03/16/19 10:56,"696 Main St, San Francisco, CA 94016"
36821,176399,USB-C Charging Cable,1,11.95,03/25/19 09:49,"645 8th St, Los Angeles, CA 90001"
36822,176400,Lightning Charging Cable,1,14.95,03/02/19 13:23,"725 Lincoln St, Los Angeles, CA 90001"
36823,176401,34in Ultrawide Monitor,1,379.99,03/22/19 18:20,"709 1st St, San Francisco, CA 94016"
36824,176402,34in Ultrawide Monitor,1,379.99,03/18/19 12:03,"340 Jackson St, Los Angeles, CA 90001"
36825,176403,Wired Headphones,1,11.99,03/02/19 14:00,"782 8th St, Los Angeles, CA 90001"
36826,176404,20in Monitor,1,109.99,03/07/19 17:42,"741 Forest St, Los Angeles, CA 90001"
36827,176405,Lightning Charging Cable,1,14.95,03/14/19 22:18,"159 12th St, Atlanta, GA 30301"
36828,176406,AA Batteries (4-pack),1,3.84,03/01/19 07:49,"849 Madison St, Los Angeles, CA 90001"
36829,176407,Lightning Charging Cable,1,14.95,03/15/19 11:59,"321 7th St, San Francisco, CA 94016"
36830,176408,Bose SoundSport Headphones,1,99.99,03/27/19 20:23,"512 Pine St, Portland, OR 97035"
36831,176409,Wired Headphones,1,11.99,03/19/19 13:19,"728 1st St, Seattle, WA 98101"
36832,176410,Apple Airpods Headphones,1,150,03/02/19 23:51,"336 4th St, San Francisco, CA 94016"
36833,176411,34in Ultrawide Monitor,1,379.99,03/25/19 06:55,"76 Chestnut St, Boston, MA 02215"
36834,176412,ThinkPad Laptop,1,999.99,03/01/19 18:57,"679 West St, Seattle, WA 98101"
36835,176413,AA Batteries (4-pack),1,3.84,03/15/19 20:26,"2 Sunset St, New York City, NY 10001"
36836,176414,AA Batteries (4-pack),1,3.84,03/12/19 19:15,"507 Park St, Atlanta, GA 30301"
36837,176415,AAA Batteries (4-pack),4,2.99,03/15/19 20:12,"804 Wilson St, New York City, NY 10001"
36838,176416,AA Batteries (4-pack),1,3.84,03/27/19 22:47,"924 West St, Seattle, WA 98101"
36839,176417,AAA Batteries (4-pack),1,2.99,03/11/19 17:24,"619 1st St, Dallas, TX 75001"
36840,176418,27in FHD Monitor,1,149.99,03/12/19 09:10,"450 7th St, Los Angeles, CA 90001"
36841,176419,AAA Batteries (4-pack),1,2.99,03/08/19 16:51,"224 Wilson St, New York City, NY 10001"
36842,176420,USB-C Charging Cable,1,11.95,03/10/19 09:50,"810 Elm St, New York City, NY 10001"
36843,176421,Apple Airpods Headphones,1,150,03/12/19 06:16,"958 Lake St, Portland, OR 97035"
36844,176422,Wired Headphones,1,11.99,03/05/19 16:29,"669 Washington St, Los Angeles, CA 90001"
36845,176423,27in FHD Monitor,1,149.99,03/14/19 19:09,"898 Maple St, Atlanta, GA 30301"
36846,176424,Apple Airpods Headphones,1,150,03/11/19 19:22,"830 Pine St, Los Angeles, CA 90001"
36847,176425,Flatscreen TV,1,300,03/31/19 12:23,"70 Highland St, San Francisco, CA 94016"
36848,176426,Wired Headphones,1,11.99,03/08/19 21:55,"349 Sunset St, Los Angeles, CA 90001"
36849,176427,Google Phone,1,600,03/06/19 08:41,"425 Cherry St, Austin, TX 73301"
36850,176428,27in FHD Monitor,1,149.99,03/06/19 08:28,"607 10th St, San Francisco, CA 94016"
36851,176429,Lightning Charging Cable,1,14.95,03/27/19 11:22,"481 Main St, Portland, OR 97035"
36852,176430,Wired Headphones,1,11.99,03/14/19 17:53,"909 6th St, New York City, NY 10001"
36853,176431,AAA Batteries (4-pack),1,2.99,03/02/19 23:32,"944 South St, Seattle, WA 98101"
36854,176432,27in FHD Monitor,1,149.99,03/27/19 10:16,"51 Maple St, Seattle, WA 98101"
36855,176433,USB-C Charging Cable,2,11.95,03/23/19 19:30,"676 Pine St, San Francisco, CA 94016"
36856,176434,Lightning Charging Cable,1,14.95,03/14/19 20:11,"528 Willow St, Los Angeles, CA 90001"
36857,176435,Wired Headphones,1,11.99,03/19/19 17:07,"177 Sunset St, Seattle, WA 98101"
36858,176436,Lightning Charging Cable,1,14.95,03/31/19 22:04,"23 5th St, Boston, MA 02215"
36859,176437,Wired Headphones,1,11.99,03/03/19 12:19,"949 12th St, Los Angeles, CA 90001"
36860,176438,USB-C Charging Cable,1,11.95,03/19/19 11:49,"382 Washington St, Los Angeles, CA 90001"
36861,176439,AAA Batteries (4-pack),2,2.99,03/12/19 19:42,"405 Lake St, San Francisco, CA 94016"
36862,176440,Bose SoundSport Headphones,1,99.99,03/20/19 21:21,"253 Cherry St, Boston, MA 02215"
36863,176441,Flatscreen TV,1,300,03/16/19 16:22,"751 Sunset St, Dallas, TX 75001"
36864,176442,iPhone,1,700,03/26/19 10:11,"809 13th St, San Francisco, CA 94016"
36865,176442,Lightning Charging Cable,1,14.95,03/26/19 10:11,"809 13th St, San Francisco, CA 94016"
36866,176443,USB-C Charging Cable,1,11.95,03/18/19 12:05,"943 Hill St, New York City, NY 10001"
36867,176444,27in FHD Monitor,1,149.99,03/13/19 13:25,"725 7th St, New York City, NY 10001"
36868,176445,AAA Batteries (4-pack),2,2.99,03/30/19 14:52,"400 Sunset St, Seattle, WA 98101"
36869,176446,AA Batteries (4-pack),1,3.84,03/03/19 21:53,"306 7th St, Dallas, TX 75001"
36870,176447,Lightning Charging Cable,1,14.95,03/27/19 09:33,"476 Wilson St, New York City, NY 10001"
36871,176448,27in FHD Monitor,1,149.99,03/28/19 15:15,"237 Spruce St, Boston, MA 02215"
36872,176449,AA Batteries (4-pack),1,3.84,03/01/19 22:39,"413 West St, San Francisco, CA 94016"
36873,176450,AA Batteries (4-pack),1,3.84,03/14/19 16:58,"706 Lincoln St, Portland, OR 97035"
36874,176451,iPhone,1,700,03/10/19 16:51,"651 11th St, Austin, TX 73301"
36875,176452,AA Batteries (4-pack),3,3.84,03/04/19 12:31,"20 Maple St, San Francisco, CA 94016"
36876,176453,27in FHD Monitor,1,149.99,03/30/19 15:22,"397 14th St, New York City, NY 10001"
36877,176454,Bose SoundSport Headphones,1,99.99,03/30/19 13:13,"793 Washington St, Los Angeles, CA 90001"
36878,176455,34in Ultrawide Monitor,1,379.99,03/16/19 19:55,"601 River St, Austin, TX 73301"
36879,176456,Bose SoundSport Headphones,1,99.99,03/23/19 15:40,"489 1st St, Seattle, WA 98101"
36880,176457,Bose SoundSport Headphones,1,99.99,03/22/19 16:35,"265 Pine St, San Francisco, CA 94016"
36881,176458,27in FHD Monitor,1,149.99,03/11/19 11:44,"213 Chestnut St, Los Angeles, CA 90001"
36882,176459,Lightning Charging Cable,1,14.95,03/01/19 18:51,"33 Highland St, Austin, TX 73301"
36883,176460,Macbook Pro Laptop,1,1700,03/26/19 14:12,"159 Highland St, Atlanta, GA 30301"
36884,176461,iPhone,1,700,03/26/19 07:46,"136 7th St, Atlanta, GA 30301"
36885,176462,AA Batteries (4-pack),1,3.84,03/02/19 20:12,"941 Washington St, Dallas, TX 75001"
36886,176463,USB-C Charging Cable,1,11.95,03/28/19 08:38,"728 14th St, Portland, OR 97035"
36887,176464,AAA Batteries (4-pack),3,2.99,03/25/19 20:45,"281 Hill St, Los Angeles, CA 90001"
36888,176465,AAA Batteries (4-pack),1,2.99,03/17/19 17:17,"228 Johnson St, Seattle, WA 98101"
36889,176466,Apple Airpods Headphones,1,150,03/06/19 18:54,"547 Cedar St, San Francisco, CA 94016"
36890,176467,USB-C Charging Cable,1,11.95,03/26/19 21:02,"465 2nd St, Seattle, WA 98101"
36891,176468,20in Monitor,1,109.99,03/23/19 11:33,"491 Lakeview St, Atlanta, GA 30301"
36892,176469,AA Batteries (4-pack),1,3.84,03/18/19 11:28,"104 Maple St, Los Angeles, CA 90001"
36893,176470,AAA Batteries (4-pack),1,2.99,03/15/19 00:33,"97 Chestnut St, New York City, NY 10001"
36894,176471,AA Batteries (4-pack),1,3.84,03/24/19 13:27,"565 5th St, Boston, MA 02215"
36895,176472,AAA Batteries (4-pack),3,2.99,03/06/19 17:30,"98 Jackson St, San Francisco, CA 94016"
36896,176473,Lightning Charging Cable,2,14.95,03/11/19 12:00,"481 14th St, New York City, NY 10001"
36897,176474,Lightning Charging Cable,1,14.95,03/09/19 19:43,"100 Highland St, Austin, TX 73301"
36898,176475,Apple Airpods Headphones,1,150,03/01/19 21:06,"303 14th St, Austin, TX 73301"
36899,176476,USB-C Charging Cable,1,11.95,03/01/19 09:39,"446 Elm St, San Francisco, CA 94016"
36900,176477,27in 4K Gaming Monitor,1,389.99,03/04/19 13:13,"64 9th St, Los Angeles, CA 90001"
36901,176478,Apple Airpods Headphones,1,150,03/01/19 14:37,"585 Center St, Boston, MA 02215"
36902,176479,iPhone,1,700,03/29/19 14:42,"666 Lake St, Los Angeles, CA 90001"
36903,176480,27in 4K Gaming Monitor,1,389.99,03/14/19 10:53,"859 7th St, Portland, OR 97035"
36904,176481,AAA Batteries (4-pack),2,2.99,03/09/19 12:48,"131 Church St, Seattle, WA 98101"
36905,176482,Bose SoundSport Headphones,1,99.99,03/12/19 12:28,"261 6th St, Seattle, WA 98101"
36906,176483,Lightning Charging Cable,1,14.95,03/19/19 23:12,"217 Johnson St, New York City, NY 10001"
36907,176484,iPhone,1,700,03/17/19 15:59,"985 Willow St, San Francisco, CA 94016"
36908,176484,Wired Headphones,1,11.99,03/17/19 15:59,"985 Willow St, San Francisco, CA 94016"
36909,176485,Flatscreen TV,1,300,03/01/19 22:25,"870 Ridge St, Boston, MA 02215"
36910,176486,Bose SoundSport Headphones,1,99.99,03/02/19 20:37,"94 Lincoln St, Boston, MA 02215"
36911,176486,Apple Airpods Headphones,1,150,03/02/19 20:37,"94 Lincoln St, Boston, MA 02215"
36912,176487,iPhone,1,700,03/14/19 14:46,"92 Johnson St, Los Angeles, CA 90001"
36913,176487,Lightning Charging Cable,1,14.95,03/14/19 14:46,"92 Johnson St, Los Angeles, CA 90001"
36914,176488,Apple Airpods Headphones,1,150,03/30/19 13:25,"281 Chestnut St, San Francisco, CA 94016"
36915,176489,Google Phone,1,600,03/10/19 19:19,"880 Hickory St, New York City, NY 10001"
36916,176490,USB-C Charging Cable,1,11.95,03/01/19 07:06,"583 South St, New York City, NY 10001"
36917,176491,27in FHD Monitor,1,149.99,03/03/19 19:02,"285 11th St, New York City, NY 10001"
36918,176492,Apple Airpods Headphones,1,150,03/24/19 21:30,"802 River St, San Francisco, CA 94016"
36919,176493,20in Monitor,1,109.99,03/19/19 10:17,"127 Highland St, Los Angeles, CA 90001"
36920,176494,USB-C Charging Cable,1,11.95,03/28/19 19:51,"215 North St, Dallas, TX 75001"
36921,176495,20in Monitor,1,109.99,03/19/19 18:48,"493 Cedar St, Portland, OR 97035"
36922,176496,AAA Batteries (4-pack),2,2.99,03/25/19 12:22,"551 Cedar St, Seattle, WA 98101"
36923,176497,20in Monitor,1,109.99,03/12/19 17:37,"95 Dogwood St, New York City, NY 10001"
36924,176498,27in 4K Gaming Monitor,1,389.99,03/08/19 13:24,"292 Walnut St, New York City, NY 10001"
36925,176499,AAA Batteries (4-pack),2,2.99,03/11/19 19:56,"511 Main St, Dallas, TX 75001"
36926,176500,20in Monitor,1,109.99,03/15/19 23:22,"866 9th St, Atlanta, GA 30301"
36927,176501,Wired Headphones,2,11.99,03/08/19 14:29,"110 Maple St, Los Angeles, CA 90001"
36928,176502,20in Monitor,1,109.99,03/08/19 21:31,"413 Adams St, Portland, OR 97035"
36929,176503,Bose SoundSport Headphones,1,99.99,03/15/19 21:33,"763 Sunset St, Boston, MA 02215"
36930,176504,27in FHD Monitor,1,149.99,03/01/19 16:58,"851 Wilson St, San Francisco, CA 94016"
36931,176505,Lightning Charging Cable,1,14.95,03/16/19 16:55,"887 Cedar St, San Francisco, CA 94016"
36932,176506,Bose SoundSport Headphones,1,99.99,03/11/19 15:50,"120 West St, Boston, MA 02215"
36933,176507,USB-C Charging Cable,1,11.95,03/06/19 14:18,"266 Johnson St, Los Angeles, CA 90001"
36934,176508,USB-C Charging Cable,1,11.95,03/14/19 14:42,"603 Elm St, San Francisco, CA 94016"
36935,176509,Apple Airpods Headphones,1,150,03/27/19 19:50,"707 Hickory St, Dallas, TX 75001"
36936,176510,Bose SoundSport Headphones,1,99.99,03/25/19 16:14,"929 Lakeview St, San Francisco, CA 94016"
36937,176511,USB-C Charging Cable,1,11.95,03/31/19 07:57,"929 Elm St, Seattle, WA 98101"
36938,176512,Apple Airpods Headphones,1,150,03/12/19 12:36,"554 5th St, Boston, MA 02215"
36939,176513,USB-C Charging Cable,1,11.95,03/06/19 21:08,"485 Madison St, Dallas, TX 75001"
36940,176514,LG Washing Machine,1,600.0,03/13/19 19:35,"567 Main St, New York City, NY 10001"
36941,176515,Lightning Charging Cable,1,14.95,03/07/19 19:00,"317 Lake St, Austin, TX 73301"
36942,176516,34in Ultrawide Monitor,1,379.99,03/27/19 06:58,"277 2nd St, Portland, OR 97035"
36943,176517,AAA Batteries (4-pack),2,2.99,03/25/19 02:25,"233 North St, Atlanta, GA 30301"
36944,176518,Bose SoundSport Headphones,1,99.99,03/20/19 18:25,"222 Jackson St, San Francisco, CA 94016"
36945,176519,27in 4K Gaming Monitor,1,389.99,03/26/19 19:41,"708 Church St, Portland, OR 97035"
36946,176520,AAA Batteries (4-pack),1,2.99,03/24/19 22:12,"652 Meadow St, Los Angeles, CA 90001"
36947,176521,27in 4K Gaming Monitor,1,389.99,03/11/19 12:58,"101 2nd St, Dallas, TX 75001"
36948,176522,ThinkPad Laptop,1,999.99,03/06/19 08:22,"919 Spruce St, Seattle, WA 98101"
36949,176523,USB-C Charging Cable,1,11.95,03/24/19 19:30,"874 9th St, New York City, NY 10001"
36950,176524,20in Monitor,1,109.99,03/26/19 19:22,"710 River St, Seattle, WA 98101"
36951,176525,AAA Batteries (4-pack),1,2.99,03/03/19 13:37,"698 9th St, New York City, NY 10001"
36952,176526,AAA Batteries (4-pack),2,2.99,03/25/19 10:41,"577 13th St, Los Angeles, CA 90001"
36953,176527,USB-C Charging Cable,1,11.95,03/11/19 14:29,"873 Dogwood St, Austin, TX 73301"
36954,176528,USB-C Charging Cable,1,11.95,03/23/19 20:16,"268 Park St, Boston, MA 02215"
36955,176529,AA Batteries (4-pack),1,3.84,03/04/19 21:40,"227 4th St, San Francisco, CA 94016"
36956,176530,34in Ultrawide Monitor,1,379.99,03/30/19 19:17,"652 Spruce St, San Francisco, CA 94016"
36957,176531,27in FHD Monitor,1,149.99,03/30/19 10:21,"890 Willow St, Atlanta, GA 30301"
36958,176532,27in 4K Gaming Monitor,1,389.99,03/25/19 21:46,"492 12th St, Portland, OR 97035"
36959,176533,USB-C Charging Cable,1,11.95,03/31/19 09:49,"997 Highland St, Dallas, TX 75001"
36960,176534,Lightning Charging Cable,1,14.95,03/31/19 13:06,"963 Wilson St, Los Angeles, CA 90001"
36961,176535,USB-C Charging Cable,1,11.95,03/23/19 18:43,"892 Walnut St, Dallas, TX 75001"
36962,176536,Lightning Charging Cable,1,14.95,03/31/19 17:31,"645 Spruce St, Atlanta, GA 30301"
36963,176537,Apple Airpods Headphones,1,150,03/12/19 07:33,"80 Church St, Austin, TX 73301"
36964,176537,Apple Airpods Headphones,1,150,03/12/19 07:33,"80 Church St, Austin, TX 73301"
36965,176538,USB-C Charging Cable,1,11.95,03/13/19 10:22,"962 Lake St, Portland, OR 97035"
36966,176539,AAA Batteries (4-pack),3,2.99,03/23/19 09:46,"460 4th St, Dallas, TX 75001"
36967,176540,Lightning Charging Cable,1,14.95,03/23/19 15:16,"142 4th St, Austin, TX 73301"
36968,176541,Bose SoundSport Headphones,1,99.99,03/11/19 17:44,"674 Hickory St, Boston, MA 02215"
36969,176542,Apple Airpods Headphones,1,150,03/26/19 15:34,"802 Lakeview St, Los Angeles, CA 90001"
36970,176543,Flatscreen TV,1,300,03/09/19 15:49,"776 Spruce St, Los Angeles, CA 90001"
36971,176544,Lightning Charging Cable,2,14.95,03/15/19 11:08,"436 8th St, Dallas, TX 75001"
36972,176545,AAA Batteries (4-pack),2,2.99,03/21/19 10:59,"515 Center St, San Francisco, CA 94016"
36973,176546,Wired Headphones,1,11.99,03/21/19 16:06,"3 Church St, Los Angeles, CA 90001"
36974,176547,Wired Headphones,2,11.99,03/01/19 16:39,"998 Pine St, Boston, MA 02215"
36975,176548,AAA Batteries (4-pack),1,2.99,03/16/19 15:36,"9 Sunset St, Portland, OR 97035"
36976,176549,iPhone,1,700,03/20/19 01:24,"604 Park St, Los Angeles, CA 90001"
36977,176550,Wired Headphones,1,11.99,03/01/19 22:30,"16 Sunset St, San Francisco, CA 94016"
36978,176551,LG Washing Machine,1,600.0,03/20/19 23:49,"567 River St, San Francisco, CA 94016"
36979,176552,Apple Airpods Headphones,1,150,03/08/19 14:07,"578 Main St, Los Angeles, CA 90001"
36980,176553,USB-C Charging Cable,1,11.95,03/02/19 22:27,"437 Washington St, New York City, NY 10001"
36981,176554,Lightning Charging Cable,1,14.95,03/24/19 11:14,"672 12th St, San Francisco, CA 94016"
36982,176555,27in FHD Monitor,1,149.99,03/22/19 20:27,"42 4th St, San Francisco, CA 94016"
36983,176556,AAA Batteries (4-pack),3,2.99,03/14/19 10:29,"871 7th St, Los Angeles, CA 90001"
36984,176557,iPhone,1,700,03/30/19 12:32,"83 Washington St, San Francisco, CA 94016"
36985,176557,Lightning Charging Cable,1,14.95,03/30/19 12:32,"83 Washington St, San Francisco, CA 94016"
36986,176558,USB-C Charging Cable,2,11.95,04/19/19 08:46,"917 1st St, Dallas, TX 75001"
36987,,,,,,
36988,176559,Bose SoundSport Headphones,1,99.99,04/07/19 22:30,"682 Chestnut St, Boston, MA 02215"
36989,176560,Google Phone,1,600,04/12/19 14:38,"669 Spruce St, Los Angeles, CA 90001"
36990,176560,Wired Headphones,1,11.99,04/12/19 14:38,"669 Spruce St, Los Angeles, CA 90001"
36991,176561,Wired Headphones,1,11.99,04/30/19 09:27,"333 8th St, Los Angeles, CA 90001"
36992,176562,USB-C Charging Cable,1,11.95,04/29/19 13:03,"381 Wilson St, San Francisco, CA 94016"
36993,176563,Bose SoundSport Headphones,1,99.99,04/02/19 07:46,"668 Center St, Seattle, WA 98101"
36994,176564,USB-C Charging Cable,1,11.95,04/12/19 10:58,"790 Ridge St, Atlanta, GA 30301"
36995,176565,Macbook Pro Laptop,1,1700,04/24/19 10:38,"915 Willow St, San Francisco, CA 94016"
36996,176566,Wired Headphones,1,11.99,04/08/19 14:05,"83 7th St, Boston, MA 02215"
36997,176567,Google Phone,1,600,04/18/19 17:18,"444 7th St, Los Angeles, CA 90001"
36998,176568,Lightning Charging Cable,1,14.95,04/15/19 12:18,"438 Elm St, Seattle, WA 98101"
36999,176569,27in 4K Gaming Monitor,1,389.99,04/16/19 19:23,"657 Hill St, Dallas, TX 75001"
37000,176570,AA Batteries (4-pack),1,3.84,04/22/19 15:09,"186 12th St, Dallas, TX 75001"
37001,176571,Lightning Charging Cable,1,14.95,04/19/19 14:29,"253 Johnson St, Atlanta, GA 30301"
37002,176572,Apple Airpods Headphones,1,150,04/04/19 20:30,"149 Dogwood St, New York City, NY 10001"
37003,176573,USB-C Charging Cable,1,11.95,04/27/19 18:41,"214 Chestnut St, San Francisco, CA 94016"
37004,176574,Google Phone,1,600,04/03/19 19:42,"20 Hill St, Los Angeles, CA 90001"
37005,176574,USB-C Charging Cable,1,11.95,04/03/19 19:42,"20 Hill St, Los Angeles, CA 90001"
37006,176575,AAA Batteries (4-pack),1,2.99,04/27/19 00:30,"433 Hill St, New York City, NY 10001"
37007,176576,Apple Airpods Headphones,1,150,04/28/19 11:42,"771 Ridge St, Los Angeles, CA 90001"
37008,176577,Apple Airpods Headphones,1,150,04/04/19 19:25,"260 Spruce St, Dallas, TX 75001"
37009,176578,Apple Airpods Headphones,1,150,04/09/19 23:35,"513 Church St, Boston, MA 02215"
37010,176579,AA Batteries (4-pack),1,3.84,04/11/19 10:23,"886 Jefferson St, New York City, NY 10001"
37011,176580,USB-C Charging Cable,1,11.95,04/05/19 00:35,"886 Willow St, Los Angeles, CA 90001"
37012,176581,iPhone,1,700,04/09/19 21:38,"84 Jackson St, Boston, MA 02215"
37013,176582,Bose SoundSport Headphones,1,99.99,04/27/19 12:20,"178 Lincoln St, Atlanta, GA 30301"
37014,176583,AAA Batteries (4-pack),2,2.99,04/20/19 12:00,"146 Jackson St, Portland, OR 97035"
37015,176584,Flatscreen TV,1,300,04/24/19 20:39,"936 Church St, San Francisco, CA 94016"
37016,176585,Bose SoundSport Headphones,1,99.99,04/07/19 11:31,"823 Highland St, Boston, MA 02215"
37017,176585,Bose SoundSport Headphones,1,99.99,04/07/19 11:31,"823 Highland St, Boston, MA 02215"
37018,176586,AAA Batteries (4-pack),2,2.99,04/10/19 17:00,"365 Center St, San Francisco, CA 94016"
37019,176586,Google Phone,1,600,04/10/19 17:00,"365 Center St, San Francisco, CA 94016"
37020,176587,27in FHD Monitor,1,149.99,04/29/19 19:38,"557 5th St, Los Angeles, CA 90001"
37021,176588,20in Monitor,1,109.99,04/02/19 04:00,"765 Cherry St, Seattle, WA 98101"
37022,176589,Lightning Charging Cable,1,14.95,04/04/19 12:23,"846 Highland St, Atlanta, GA 30301"
37023,176590,Google Phone,1,600,04/11/19 11:46,"873 6th St, New York City, NY 10001"
37024,176591,Apple Airpods Headphones,1,150,04/21/19 07:21,"600 Maple St, Austin, TX 73301"
37025,176592,USB-C Charging Cable,1,11.95,04/27/19 13:04,"352 4th St, Los Angeles, CA 90001"
37026,176593,Lightning Charging Cable,2,14.95,04/15/19 13:45,"906 7th St, Portland, OR 97035"
37027,176594,Wired Headphones,1,11.99,04/17/19 23:04,"63 Maple St, San Francisco, CA 94016"
37028,176595,Wired Headphones,3,11.99,04/02/19 09:11,"383 6th St, Los Angeles, CA 90001"
37029,176596,Apple Airpods Headphones,1,150,04/27/19 20:11,"572 Meadow St, Dallas, TX 75001"
37030,176597,USB-C Charging Cable,1,11.95,04/19/19 13:39,"681 11th St, San Francisco, CA 94016"
37031,176598,AAA Batteries (4-pack),2,2.99,04/21/19 20:33,"294 Park St, San Francisco, CA 94016"
37032,176599,Lightning Charging Cable,1,14.95,04/11/19 15:25,"279 Maple St, New York City, NY 10001"
37033,176600,27in 4K Gaming Monitor,1,389.99,04/30/19 15:54,"87 West St, Boston, MA 02215"
37034,176601,USB-C Charging Cable,1,11.95,04/02/19 22:32,"754 10th St, Los Angeles, CA 90001"
37035,176602,Lightning Charging Cable,1,14.95,04/30/19 09:39,"9 Jefferson St, Dallas, TX 75001"
37036,176603,USB-C Charging Cable,1,11.95,04/01/19 07:46,"858 6th St, San Francisco, CA 94016"
37037,176604,USB-C Charging Cable,1,11.95,04/02/19 10:57,"462 11th St, San Francisco, CA 94016"
37038,176605,USB-C Charging Cable,1,11.95,04/15/19 16:29,"717 Pine St, San Francisco, CA 94016"
37039,176606,LG Dryer,1,600.0,04/21/19 14:16,"487 Maple St, San Francisco, CA 94016"
37040,176607,AAA Batteries (4-pack),2,2.99,04/18/19 12:11,"689 10th St, Boston, MA 02215"
37041,176608,iPhone,1,700,04/11/19 12:01,"15 Cherry St, San Francisco, CA 94016"
37042,176609,Apple Airpods Headphones,1,150,04/11/19 16:59,"267 11th St, Austin, TX 73301"
37043,176610,AAA Batteries (4-pack),1,2.99,04/26/19 00:40,"382 River St, Dallas, TX 75001"
37044,176611,Bose SoundSport Headphones,1,99.99,04/30/19 13:16,"971 Sunset St, San Francisco, CA 94016"
37045,176612,Apple Airpods Headphones,1,150,04/04/19 19:48,"149 North St, Seattle, WA 98101"
37046,176613,USB-C Charging Cable,2,11.95,04/26/19 18:58,"405 4th St, New York City, NY 10001"
